key,zh_CN
FINALLUMINE20,但他的抗争让我们所有人看清了这个世界有多烂！
FINALLUMINE21,人类利用思考型机器人维持他们那可恶的争斗循环……
FINALLUMINE22,所以我们向旧世界宣战是自己的选择。
FINALLUMINE23,换句话说……
FINALLUMINE24,我们有随时变不规则的能力！觉醒了属于是！
FINALLUMINE25,……！
FINALLUMINE26,X……你真的有本事阻止我们？
FINALLUMINE27,你不过是人类的工具人。旧世界的打工仔……
FINALLUMINE28,你觉得你能跟进化到这种程度的我们抗衡？
FINALLUMINE29,哈哈哈哈哈哈哈！别逗我笑了……草。
FINALLUMINE30,世界在变！进化才是正道！
FINALLUMINE31,排好队，等着被消灭吧！
FINALLUMINE32,路米奈……对不起，但我别无选择。
FINALLUMINE33,就算你是雅各布计划的幕后黑手……
FINALLUMINE34,在阻止你之前，我绝不会认输！
FINALLUMINE35,你本来可以做队友的，结果成了敌人。
FINALLUMINE36,我不会放过你的！
FINALLUMINE37,敌人……队友……这事没那么黑白分明。
FINALLUMINE38,思考型机器人和人类一样，已经不可逆地改变了。
FINALLUMINE39,存在的本质也变了……
FINALLUMINE40,新世界不需要你！出局吧！
ENDING1-1,ENDING1-1
ENDING1-2,不可能……（震惊脸）
ENDING1-3,你也许打赢了我……但已经开始的事情停不下来了……
ENDING1-4,再来多少个我都奉陪。
ENDING1-5,哈哈哈……你真的不了解现在的情况吧？
ENDING1-6,算了……你很快就知道了……
ENDING1-7,……
ENDING1-8,唔！疼死了……快……给我个痛快的……
ENDING2-1,这里是X……
ENDING2-2,敌人……已解决。
ENDING2-3,我准备回去了……
ENDING2-4,收到……
FINAL-1,Axl！
FINAL-2,X……X……收到吗？通信恢复了。报告状况！
FINAL-3,这里是X，西格玛的计划被我们阻止了……但是Axl……
FINAL-4,Axl受了伤，但没事。
FINAL-5,我们正在回来的路上。
FINAL2-1,（觉醒……）
FINAL2-2,（路米奈是这样说的……）
FINAL2-3,（他说……这就是进化……）
FINAL2-4,（如果他说得对……）
FINAL2-5,（那……我们在做什么呢？深夜emo了属于是。）
FINAL3-1,我猜你一直在想路米奈说的那些话吧。
FINAL3-2,别想太多。变成西格玛怎么能叫进化呢，那叫退化好吧。
FINAL3-3,……
FINAL3-4,总之。X……
FINAL3-5,"就算我们思考型机器人注定在""进化""到来时被淘汰……"
FINAL3-6,我们也要继续战斗……
FINAL3-7,不只是和不规则体战斗，还要和我们自己的命运死磕……
SECRET2-1,欢迎，洛克人X。我等你很久了。
SECRET2-2,你和我之前遇到的都不一样……
SECRET2-3,你身上有种和平与慈悲的气场。你是何方神圣？
SECRET2-4,你这么快就注意到了，有两下子嘛。
SECRET2-5,我是赛琳娜。
SECRET2-6,你说我和其他人不一样？
SECRET2-7,那是因为我的实力过于强大。
SECRET2-8,过于强大……？（？？？）
SECRET2-9,没错。自从丢了地下之王的称号，我一直在闭关修炼。
SECRET2-10,二十年磨一剑。现在我选你来当磨刀石。
SECRET2-11,赛琳娜是吧？嗯……
SECRET2-12,行，我接受你的挑战！
SECRET2-13,来吧……
SECRET2-14,我以为我够强了。看来是我膨胀了。
SECRET2-15,你心中的善良、爱和尊重让你更强。爱能发电是真的。
SECRET2-16,这场决斗你打得很帅。你确实是这个世界最强的机器人。
SECRET2-17,可惜我没什么能送你的。就收下我的感谢吧。
SECRET2-18,洛克人X。后会有期……
SECRET2-19,再见啦！
SECRET3-1,终于拿到了。这份数据里有所有通缉犯的信息……
SECRET3-2,站住。这区域只有S级猎人能进，数据也是！交出来老实点！
SECRET3-3,我知道看起来有点不太对，但别紧张X。
SECRET3-4,我叫Red。听说你最近被搞得焦头烂额，所以来帮忙……的。
SECRET3-5,有了这个我们就能更高效地狩猎不规则体，帮你减负……当然收费的。
SECRET3-6,听起来你就是个打着正义旗号的赏金猎人。
SECRET3-7,随便你怎么想。我不会退的……准备好了！
SECRET3-8,还行嘛……老前辈……
ZEROSECRET1,嘻嘻嘻嘻嘻！
ZEROSECRET2,终于，我明白了，我从来没这么爽过……
ZEROSECRET3,Z……Zero？你还好吗？
ZEROSECRET4,X！我脑子前所未有的清醒……我终于知道我的使命了。
ZEROSECRET5,不规则体什么的无所谓了……我只需要做一件事……
ZEROSECRET6,Zero？你咋了？这不是你啊。清醒点！再这样下去你要G了！
ZEROSECRET7,我终于挣脱了锁链，X。一直以来这么脆弱、虚弱、无力……
ZEROSECRET8,我终于觉醒了真正的形态！看着我的眼睛X！感受到我的快乐了吗？！哈哈哈哈哈哈哈！！！！！！（黑化.jpg）
ZEROSECRET9,……
ZEROSECRET10,Zero……你以前跟我说过的，对吧？
ZEROSECRET11,有些东西是看不到也分析不了的。
ZEROSECRET12,必须用心去感受……
ZEROSECRET13,而现在……我感受到了，极其强烈的邪恶气息……比西格玛还邪！
ZEROSECRET14,这就是命运吧？我要战斗！我不跑！打倒你把朋友带回来！
ZEROSECRET15,那就不废话了。我要毁灭你！
ZEROSECRET16,ZERO！！！！（破音）
INTRO2-1_AXL,嘿Alia，我是Axl！轨道电梯事故现场附近了！
INTRO2-2_AXL,卧槽这也太乱了吧，满地不规则体！
INTRO2-3_AXL,我冲了！我一发信号你们就放救援机械兽！
INTRO2-4_AXL,收到Axl！小心点！
INTRO2-5_AXL,西……西格玛？！假的吧？！
INTRO2-6_AXL,为了在事故中保护自己……
INTRO2-7_AXL,我们复制了西格玛那个肌肉猛男的身体。
INTRO2-8_AXL,我们新世代对所有病毒完全免疫。
INTRO2-9_AXL,所以复制西格玛啥的完全没风险~
INTRO2-10_AXL,等等，你谁？
INTRO2-11_AXL,我是路米奈……
INTRO2-12_AXL,电梯和雅各布计划的负责人。打工人。
INTRO2-13_AXL,好的。等着，我叫人来救——
INTRO3-1_AXL,哟~这谁家小新人跑来了？
INTRO3-2_AXL,啥玩意？！你谁？
INTRO3-3_AXL,我是Vile。说认识你很高兴那是骗人的。
INTRO3-4_AXL,你那个队友X在哪？
INTRO3-5_AXL,X？你跟他有什么过节？
INTRO3-6_AXL,哈哈哈！没啥大事……就是有点未了之缘。
INTRO3-7_AXL,你休想得逞！放开路米奈！
INTRO3-8_AXL,不可能。电梯已经是我们的了……
INTRO3-9_AXL,你想搞什么？！
INTRO3-10_AXL,开始了哦小子……新世界要诞生了！
INTRO3-11_AXL,哈哈哈哈哈哈哈哈哈哈！（中二笑.jpg）
ANTONION1_AXL,蚂蚁……你以前是个天才来着。疯了？想搞啥？
ANTONION2_AXL,疯了？哈哈。你挺幽默的。
ANTONION3_AXL,你自己就很理智？你确定你站对边了？
ANTONION4_AXL,我很确定啊。分辨善恶没那么难好吧。
ANTONION5_AXL,哈！这话我同意！
ANTONION6_AXL,问题是这个世界本身。但我打算修修它！
MANOWAR1_AXL,水母兄，怎么回事？
MANOWAR2_AXL,不恢复供电的话阿贝尔城人民要遭殃的。
MANOWAR3_AXL,…………（完全不理人）
MANOWAR4_AXL,他已经不规则到说不出话了……社恐晚期。
MANOWAR5_AXL,啥？不规则体是啥？你知道那是啥不？
MANOWAR6_AXL,不规则体？就是像你这样失控的机器人。
MANOWAR7_AXL,不好意思哥们，我得收拾你了。
MANTIS1_AXL,听说你是我们新世代的原型机啊。
MANTIS2_AXL,那你为啥当了不规则猎人？
MANTIS3_AXL,因为我喜欢把你们这种坏蛋打趴下啊螳螂哥。爽！
MANTIS4_AXL,哼。你凭什么说我是那种不可能的东西？
MANTIS5_AXL,善恶根本不存在。你还没搞明白？
MANTIS6_AXL,我是原型没错，但别把我跟你们这些坏蛋划等号！
MANTIS7_AXL,作为新型号原型你还真够天真的。
MANTIS8_AXL,说实话我有点酸。
MANTIS9_AXL,让我用刀给你上一课？
PANDA1_AXL,你有跟我们新世代一样的复制能力。
PANDA2_AXL,……
PANDA3_AXL,想过用那个力量改变世界吗？
PANDA4_AXL,我只想用它来揍你们这帮不规则体！
PANDA5_AXL,真幼稚。看来你确实没用。
ROOSTER1_AXL,知道你在哪吗，伙计？
ROOSTER2_AXL,我叫Axl，我可不是你的伙计。叫我大佬。
ROOSTER3_AXL,不管了，这里是废物处理中心……
ROOSTER4_AXL,可不止于此。
ROOSTER5_AXL,这是所有被说成不规则体的思考型机器人的坟场。惨。
ROOSTER6_AXL,哦~所以你搞暴动来复仇？
ROOSTER7_AXL,那妥妥不规则行为。
ROOSTER8_AXL,这就是你的正义？被回收的应该是你！
ROOSTER9_AXL,新世界没有你们旧型号的位置！告辞！
SUNFLOWER1_AXL,Axl……变形者。新时代思考型机器人的原型……
SUNFLOWER2_AXL,所以呢？想让我加入？想都别想笨蛋！
SUNFLOWER3_AXL,你要是再聪明点，也可以被选中的……
SUNFLOWER4_AXL,你说错了。我们不算好人但也不是怪物。
SUNFLOWER5_AXL,这种概念你这脑子理解不了的。
SUNFLOWER6_AXL,这货已经疯了，趁他继续BB之前先打了再说。
TRILOBYTE1_AXL,这里开采的矿物对太空开发很重要。
TRILOBYTE2_AXL,不过你这种半成品原型大概猜不到我想说什么。
TRILOBYTE3_AXL,你们不规则体说的话我从来就听不懂。
TRILOBYTE4_AXL,我被选中了你被淘汰了。你永远赶不上我！
TRILOBYTE5_AXL,判断力有问题的是你啊三叶虫。被西格玛当工具人了！
TRILOBYTE6_AXL,新世界马上就来！旧世界的蠢货通通倒下！
YETI1_AXL,你就是那个会变身的原型？
YETI2_AXL,你们这么容易变不规则，身为原型我可真高兴不起来。
YETI3_AXL,你一个猎人话可真硬啊。
YETI4_AXL,你说谁低贱？要毁灭世界的不是我好吧！
VILE1-1_AXL,哈哈哈哈哈！
VILE1-2_AXL,干脆现在就投降算了？
VILE1-3_AXL,你那个世界？不规则体？全都拜拜！
VILE1-4_AXL,混乱毁灭破坏！这就是我们的出厂设定！
VILE1-5_AXL,哼随便，别以为说两句狠话就能不挨打。
VILE2-1_AXL,Vile是吧？
VILE2-2_AXL,你在搞什么？
VILE2-3_AXL,你想拿路米奈和电梯做什么？
VILE2-4_AXL,别操心路米奈。跟你不同，他对我们的计划还有用。
VILE2-5_AXL,我管你以前是不是A级猎人……
VILE2-6_AXL,你现在是不规则体了，对付渣滓我很有经验！
VILE2-7_AXL,哈哈！生气了？来打我啊！
VILE3-1_AXL,哈！世界都要完了你还在乎正义？
VILE3-2_AXL,那当然！
VILE3-3_AXL,追西格玛之前先给你上上正义的课！
VILE3-4_AXL,轨道电梯……能源……太空矿物……火箭数据……
VILE3-5_AXL,通往太空的路……
VILE3-6_AXL,支撑这个世界的一切——是我们的了！
VILE3-7_AXL,"都这时候了，""不规则体""这词有什么用？"
VILE3-8_AXL,等我把你变成废铁就告诉你！
VILE4-1_AXL,还是不放弃？
VILE4-2_AXL,你眼瞎了还觉得有希望？
VILE4-3_AXL,只要打败你就行的话，那我满满的希望哦老伙计。
VILE4-4_AXL,放弃的话前功尽弃。我绝不放弃！
VILE4-5_AXL,哈哈哈……现在灭了你太浪费了……
COPYSIGMA1_AXL,西格玛！？
COPYSIGMA2_AXL,以为躲到太空就找不到你了？你这个缩头乌龟！
COPYSIGMA3_AXL,躲？逃？你搞错了。
COPYSIGMA4_AXL,我们只是选择离开那个无知的星球而已。
COPYSIGMA5_AXL,随便你怎么说。反正我现在就把你烤了！
COPYSIGMA6_AXL,谁被烤还不一定呢……你又不是被选中的。
COPYSIGMA7_AXL,只有纯正新世代才配活在新世界！半成品原型没用！
SIGMA1_AXL,哼。你就是Axl吧……
SIGMA2_AXL,新世代思考型机器人的原型机。
SIGMA3_AXL,你能走到这里，有点出乎意料。
SIGMA4_AXL,喂……别叫我原型机好吧……
SIGMA5_AXL,我就是我……你……是不规则体。
SIGMA6_AXL,你就是个弱鸡原型！仅此而已！
SIGMA7_AXL,你的复制能力远没成熟。这就是你被淘汰的原因。
SIGMA8_AXL,不规则体俱乐部？谢邀不参加！
SIGMA9_AXL,只有纯正新世代思考型机器人……我的孩子们才配！
SIGMA10_AXL,你的孩子？
SIGMA11_AXL,没错原型……我的孩子们……
SIGMA12_AXL,雅各布计划造出的新世代都带着含有我数据的复制芯片。
SIGMA13_AXL,现在计划最终阶段开始了！
SIGMA14_AXL,你将被毁灭！！！
FINALLUMINE1_AXL,路米奈，你没事吧？
FINALLUMINE2_AXL,没事……？当然咯。
FINALLUMINE3_AXL,打败西格玛了，满意了？
FINALLUMINE4_AXL,多亏了你，计划进行得很顺利呢。
FINALLUMINE5_AXL,但……路米奈你不是被西格玛利用了吗？
FINALLUMINE6_AXL,利用？不存在的。
FINALLUMINE7_AXL,他只是在帮我推进计划而已。
FINALLUMINE8_AXL,新世代觉醒了，新世界近在眼前！
FINALLUMINE9_AXL,路米奈！你干什么？别告诉我你也不规则了……
FINALLUMINE10_AXL,不规则？你真这么想？
FINALLUMINE11_AXL,………！
FINALLUMINE12_AXL,我们新世代的复制芯片……
FINALLUMINE13_AXL,是从几百个旧型号的数据里衍生出来的。
FINALLUMINE14_AXL,当然西格玛也在里面。
FINALLUMINE15_AXL,你懂我意思了吧？
FINALLUMINE16_AXL,复制芯片？西格玛？那我也会跟他一样发疯？
FINALLUMINE17_AXL,不好意思你这种原型没有触发这个的配置。
FINALLUMINE18_AXL,话说回来，西格玛真的疯了吗？
FINALLUMINE19_AXL,………？
FINALLUMINE20_AXL,他反抗了你们的世界。但他有他的道理……
FINALLUMINE21_AXL,我们其他新世代随时都可能变成那样……
FINALLUMINE22_AXL,向旧世界宣战是我们自己的选择。
FINALLUMINE23_AXL,换句话说，我们有随意变不规则的能力！
FINALLUMINE24_AXL,Axl……你真有本事阻止我们？
FINALLUMINE25_AXL,你不过是人类的工具人。旧世界的打工仔……
FINALLUMINE26_AXL,你拿着枪就想跟进化到这种程度的我们对抗？
FINALLUMINE27_AXL,哈哈哈哈哈！别逗了！
FINALLUMINE28_AXL,世界在变。进化才是正道！
FINALLUMINE29_AXL,排好队接受消灭吧！
FINALLUMINE30_AXL,我不允许任何人来告诉我应该是什么。
FINALLUMINE31_AXL,你才是敌人，我不会让你活着离开！
FINALLUMINE32_AXL,敌人……队友……没那么黑白分明。思考型机器人和人类一样已经不可逆地变了。
FINALLUMINE33_AXL,存在的本质变了。新世界不需要你！出局！
ENDING1-1_AXL,不可能……
ENDING1-2_AXL,你也许赢了……但已经来不及了……
ENDING1-3_AXL,再来多少个我都接着。
ENDING1-4_AXL,哈哈哈……你真不了解状况啊。
ENDING1-5_AXL,算了……你很快就知道了……
ENDING1-6_AXL,……
ENDING1-7_AXL,唔！疼死了……快给个痛快的……
ENDING2-1_AXL,这里是Axl……
ENDING2-2_AXL,Axl……Axl……状况如何？
ENDING2-3_AXL,任务……完成了
ENDING2-4_AXL,敌人……搞定了。回来了……
ENDING2-5_AXL,收到……
SECRET2-1_AXL,欢迎Axl。我在等你。
SECRET2-2_AXL,哦~你认识我啊？
SECRET2-3_AXL,"不得不说你比我之前碰到的都……""佛系""。你什么来头？"
SECRET2-4_AXL,这么快就注意到了，有两下子。
SECRET2-5_AXL,我是赛琳娜。
SECRET2-6_AXL,你说我跟其他人不一样？
SECRET2-7_AXL,因为我的实力太强了。
SECRET2-8_AXL,实力太强？你认真的？你看起来可不像啊……
SECRET2-9_AXL,没错。我的力量不在于暴力。丢了地下之王的称号后一直在修炼。
SECRET2-10_AXL,修炼了二十年磨了二十年的剑。现在选你来试刀。
SECRET2-11_AXL,二十年？那可太长了。不过嘿我还有复制能力呢。
SECRET2-12_AXL,赛琳娜是吧？嗯……
SECRET2-13_AXL,确定要跟我打？可别后悔。不过挑战就是挑战。来吧！
SECRET2-14_AXL,那就上吧……Axl。让我看看你的实力！
SECRET2-15_AXL,我以为自己够强了。看来是我膨胀了。
SECRET2-16_AXL,你不只靠实力。你的精神里有某种让你更强的东西。
SECRET2-17_AXL,不只是战斗技巧。是你的韧劲和心。
SECRET2-18_AXL,嗯怎么说呢……我就是擅长出其不意。花招多嘛。
SECRET2-19_AXL,不过你也不是吃素的。服。
SECRET2-20_AXL,你打得很帅Axl。你可能是我遇过的最强战士。
SECRET2-21_AXL,我没什么好东西做奖赏……就收下我的感谢吧。
SECRET2-22_AXL,嘿别介意。这场好架就是最好的奖赏……
SECRET2-23_AXL,不过如果你有什么隐藏强化道具，我可不会拒绝的哦。
SECRET2-24_AXL,也许后会有期……再见了Axl。
SECRET2-25_AXL,再见了赛琳娜。下次我可不会手下留情！
SECRET2-26_AXL,SECRET2-26_AXL
SECRET3-1_AXL,终于拿到了。所有通缉犯的信息……
SECRET3-2_AXL,R……Red？假的吧？
SECRET3-3_AXL,Axl，好久不见。一个人混得怎么样了？
SECRET3-4_AXL,Red等等！你不该在这里。这里只有高级猎人能进！
SECRET3-5_AXL,"你变了Red。你还在跟着""他""的路走？"
SECRET3-6_AXL,就因为那个你把Red Alert搞变形了！
SECRET3-7_AXL,我知道看起来不对但别慌。有了这数据我们能比猎人更高效地打不规则体。
SECRET3-8_AXL,Red Alert可以找回他们的正义，Axl。
SECRET3-9_AXL,那不是正义……那是权力！我不会让你滥用！
SECRET3-10_AXL,嘿，没想到你会说这种话。好吧让我看看你长进了没。全力来！
SECRET3-11_AXL,不错嘛……小子，你作为猎人长大了。
SECRET3-12_AXL,你不用这样的Red。回头还来得及，加入我们你还能做回自己。
SECRET3-13_AXL,也许吧……也许不。别担心我，我走自己的路。
SECRET3-14_AXL,但以后我会更谨慎地信任别人。
SECRET3-15_AXL,下次见面可不会这么轻松了。再见了……照顾好自己小子。
SECRET3-16_AXL,Red……
INTRO1-1_ZERO,这就是诺亚公园啊？还挺像样的嘛。
INTRO1-2_ZERO,Zero收到吗？这一带有个巨大的不规则机械兽。
INTRO1-3_ZERO,就在轨道电梯事故现场附近。收到！
INTRO1-4_ZERO,我来清场。
INTRO1-5_ZERO,等我到了就放救援机械兽。
INTRO1-6_ZERO,了解，Zero小心！
INTRO2-1_ZERO,什……什么？西格玛？这啥情况？
INTRO2-2_ZERO,为了在事故中保护自己……
INTRO2-3_ZERO,我们复制了西格玛那个壮汉的身体。
INTRO2-4_ZERO,我们新世代对所有病毒完全免疫。
INTRO2-5_ZERO,所以复制西格玛啥的完全没风险。
INTRO2-6_ZERO,你谁？报上名来！
INTRO2-7_ZERO,我是路米奈……
INTRO2-8_ZERO,电梯和雅各布计划的负责人。
INTRO2-9_ZERO,嗯……了解。别动，我叫救援队来——
INTRO3-1_ZERO,哈哈哈！好久不见了Zero。
INTRO3-2_ZERO,Vile？报告你重新出没的情报果然是真的。
INTRO3-3_ZERO,想跟你玩但工作太忙了……我也是要加班的。
INTRO3-4_ZERO,我不会让你这个通缉犯带走路米奈的。放人！
INTRO3-5_ZERO,不可能。电梯已经是我们的了……
INTRO3-6_ZERO,你想搞什么，波巴·费特的cos选手？
INTRO3-7_ZERO,还有人觉得我是抄波巴·费特的？笑死。我去酒吧了，你们跟我朋友跳个螃蟹舞吧哈哈哈
INTRO3-8_ZERO,哈哈哈哈哈哈哈哈哈哈！
ANTONION1_ZERO,重力蚂蚁。你曾是优秀的科学家，但看来你已经不规则了。
ANTONION2_ZERO,优秀？不规则？这些词什么意思？
ANTONION3_ZERO,这你得问比我聪明的人。是西格玛搞的？
ANTONION4_ZERO,他逼你和其他人变不规则了？
ANTONION5_ZERO,你以为一个词就能概括我的主人？太天真了。
ANTONION6_ZERO,我们坦诚，你愚蠢。完美对比。
ANTONION7_ZERO,不管了，不理解我们的计划就消灭你！
MANOWAR1_ZERO,喂！千兆水母！
MANOWAR2_ZERO,把阿贝尔城的电恢复正常。马上。
MANOWAR3_ZERO,…………（已读不回x2）
MANOWAR4_ZERO,他已经不规则到说不了话了……
MANOWAR5_ZERO,我不是不规则体……我没做错什么……（真的吗我不信x2）
MANOWAR6_ZERO,主人需要能量来建新世界。
MANOWAR7_ZERO,让城市停电？这跟西格玛的计划有啥关系？
MANOWAR8_ZERO,我在为主人的新世界梦想打工。他没错。
MANOWAR9_ZERO,新世界？！你们的计划到此为止！
MANOWAR10_ZERO,看来我得教你做人了！
MANTIS1_ZERO,哇哦。看看这位。你就是Zero吧？
MANTIS2_ZERO,要是你真认识我，你现在应该已经在抖了。
MANTIS3_ZERO,你们旧型号真是啥也不懂啊。
MANTIS4_ZERO,你什么意思不规则体？
MANTIS5_ZERO,你本来可以当我们的大将军的。主人对你可感兴趣呢。
MANTIS6_ZERO,哼！加入不规则体？谢了不约。
MANTIS7_ZERO,放心……收拾完你就去找你老板。
PANDA1_ZERO,你是说你自己从来没这么想过吗Zero？
PANDA2_ZERO,这个世界只渴望毁灭？
PANDA3_ZERO,这是西格玛跟你说的？
PANDA4_ZERO,也许吧。也许我的主人在你身上看到了他自己的影子……
PANDA5_ZERO,饶了我吧……这种中二台词。
PANDA6_ZERO,你们这些不规则体叨叨的完美世界根本不存在。
PANDA7_ZERO,没错不存在。
PANDA8_ZERO,所以必须毁灭现在这个。
PANDA9_ZERO,要结束的是这个世界，Zero。
ROOSTER1_ZERO,你为啥暴动？西格玛搞的？
ROOSTER2_ZERO,你知道这里是啥地方？
ROOSTER3_ZERO,废物处理中心……
ROOSTER4_ZERO,等我把你大卸八块了就丢在这。
ROOSTER5_ZERO,你听到了吗Zero？
ROOSTER6_ZERO,所有被你判定为不规则体送到这来的思考型机器人的哭声？
ROOSTER7_ZERO,哇哦？饶了我吧！你能听到那些的话说明你也是不规则体咯？
ROOSTER8_ZERO,哈！你很快就知道谁对谁错了。
ROOSTER9_ZERO,新世界成真的时候你就不会再嘲笑我了！
SUNFLOWER1_ZERO,Zero……你应该已经想明白了。
SUNFLOWER2_ZERO,猜到我们想干嘛了吧。
SUNFLOWER3_ZERO,我怎么知道你们不规则体在想什么？
SUNFLOWER4_ZERO,不！不！不！我们不算好人但也不是怪物啊。
SUNFLOWER5_ZERO,我的主人记得你。你曾有机会成为终极毁灭者。不过那是过去式了。
SUNFLOWER6_ZERO,天呐……他已经完全疯了。告辞。
TRILOBYTE1_ZERO,这里开采的矿物对太空开发至关重要。
TRILOBYTE2_ZERO,不过这对你来说大概没啥意义吧Zero？
TRILOBYTE3_ZERO,你在给西格玛挖矿？你疯了？
TRILOBYTE4_ZERO,你想过我的主人为啥需要这些资源吗？
TRILOBYTE5_ZERO,我不需要理解你的计划也知道不对劲，别想得逞！
TRILOBYTE6_ZERO,哼！我不会被你这种破烂废铁侮辱的！
TRILOBYTE7_ZERO,你迟早要面对我的主人的废铁！
YETI1_ZERO,Zero。主人在他理想的新世界里给你留了VIP位。
YETI2_ZERO,你们不规则体看上我什么了？除了挨揍的份？
YETI3_ZERO,你真是旧型号啊。这思维改变不了世界。
YETI4_ZERO,用毁灭改变世界？只有不规则体才想得出来。
YETI5_ZERO,你的世界……你的理想……我的主人表示无法理解。
VILE1-1_ZERO,Vile！
VILE1-2_ZERO,你想拿电梯和路米奈怎样？
VILE1-3_ZERO,路米奈？哈哈哈……别担心我们照顾得很好。
VILE1-4_ZERO,电梯太重要了不会伤害操作员的。
VILE1-5_ZERO,那玩意对你们不规则体来说太复杂了吧Vile。
VILE1-6_ZERO,哈哈哈……好想你啊Zero。
VILE1-7_ZERO,好好享受重逢吧~
VILE2-1_ZERO,Vile！
VILE2-2_ZERO,把路米奈交出来。这次不接受No。
VILE2-3_ZERO,路米奈？你以为你有资格谈条件？
VILE2-4_ZERO,睁眼看看周围白痴！世界在崩塌！
VILE2-5_ZERO,你的世界？不规则体？全都拜拜！
VILE2-6_ZERO,混乱毁灭！出厂设定！
VILE3-1_ZERO,你不累吗搞正义那套？
VILE3-2_ZERO,你不累吗当西格玛的走狗？
VILE3-3_ZERO,轨道电梯……能源……太空矿物……火箭数据……
VILE3-4_ZERO,通往太空的路……
VILE3-5_ZERO,支撑这个世界的一切是我们的了！
VILE3-6_ZERO,世界都要完了你还当真？
VILE3-7_ZERO,哼！收拾完你就去找你老板！
VILE4-1_ZERO,还不放弃？
VILE4-2_ZERO,你是眼瞎了还以为有希望？
VILE4-3_ZERO,挣扎？
VILE4-4_ZERO,我只是烦透了到处碰到你和西格玛。
VILE4-5_ZERO,哈哈哈……现在灭了你太浪费了。
VILE4-6_ZERO,留到最后再慢慢享受~
COPYSIGMA1_ZERO,西格玛！？
COPYSIGMA2_ZERO,再见到你可真不是什么好事。
COPYSIGMA3_ZERO,Zero。可惜了……你本有能力和潜力变成像我一样的。
COPYSIGMA4_ZERO,你……你想利用我的DNA。
COPYSIGMA5_ZERO,我来教你惹到我是什么下场！
COPYSIGMA6_ZERO,恐怕不行。月球在我手里计划已经进入最终阶段了。
COPYSIGMA7_ZERO,世界崩塌倒计时开始！
SIGMA1_ZERO,Zero……谁想到我们会在世界末日碰面。
SIGMA2_ZERO,你的病毒进入我体内的那一刻种子就种下了。
SIGMA3_ZERO,一切从那时开始……世界的毁灭！
SIGMA4_ZERO,你那些废话我已经听够了西格玛。
SIGMA5_ZERO,别急Zero。其实我要感谢你。
SIGMA6_ZERO,多亏了你我的孩子们才能在太空造新世界。
SIGMA7_ZERO,孩子？
SIGMA8_ZERO,没错。雅各布计划的新世代都带着含我数据的复制芯片。
SIGMA9_ZERO,毁灭你心爱的世界的计划就要实现了！
SIGMA10_ZERO,我不会为你们流一滴眼泪！
SIGMA11_ZERO,世界和你的末日到了！永别！
SIGMA12_ZERO,西格玛……只要我还能运行你就别想有好结局！！！
FINALLUMINE1_ZERO,你是路米奈！雅各布计划总监。你没事吧？
FINALLUMINE2_ZERO,没事……？当然咯。
FINALLUMINE3_ZERO,打败西格玛了，满意了？
FINALLUMINE4_ZERO,多亏了你计划进展很顺利。
FINALLUMINE5_ZERO,计划？啥意思？你不是被西格玛利用了？
FINALLUMINE6_ZERO,利用？不存在的。
FINALLUMINE7_ZERO,他只是在帮我推进计划。
FINALLUMINE8_ZERO,新世代觉醒了新世界近在眼前！
FINALLUMINE9_ZERO,路米奈？你说什么？你也不规则了？
FINALLUMINE10_ZERO,不规则？你真这么想？
FINALLUMINE11_ZERO,你下不了手对吧？你没那个勇气……你不是那个该做这事的人对吧？
FINALLUMINE12_ZERO,什么？
FINALLUMINE13_ZERO,你们旧型号总得担心自己的行为是不是出于自我意志。
FINALLUMINE14_ZERO,谁知道现在有什么在影响你呢？也许是个幽灵？细思极恐。
FINALLUMINE15_ZERO,我们新世代是用几百个旧型号数据造出来的。
FINALLUMINE16_ZERO,所以对所有病毒完全免疫。自由意志拿捏住了！
FINALLUMINE17_ZERO,当然西格玛也包括在内。你懂我意思吧？
FINALLUMINE18_ZERO,不会有思考型机器人愿意变成西格玛那种疯子！
FINALLUMINE19_ZERO,他确实反抗了你们的世界。也许是病毒搞的。
FINALLUMINE20_ZERO,也许西格玛是对的。你才是源头Zero。
FINALLUMINE21_ZERO,多亏了你我们新世代才能成为现在的样子。
FINALLUMINE22_ZERO,你应该感谢我们让所有人看清这世界有多烂。
FINALLUMINE23_ZERO,人类利用思考型机器人维持他们可恶的争斗循环……
FINALLUMINE24_ZERO,所以向旧世界宣战是我们自己的选择。
FINALLUMINE25_ZERO,换句话说我们有随意变不规则的能力！
FINALLUMINE26_ZERO,……
FINALLUMINE27_ZERO,Zero……你真有本事阻止我们？
FINALLUMINE28_ZERO,你只是人类的工具人。旧世界的打工仔……
FINALLUMINE29_ZERO,你拿着光剑就想跟进化到这种程度的我们对抗？
FINALLUMINE30_ZERO,哈哈哈哈哈哈！你连自己在为什么而战都不知道！
FINALLUMINE31_ZERO,"一个不知道世界末日已经开始的""英雄""？搞笑。"
FINALLUMINE32_ZERO,"你以为你的行为是为了""正义""？我们才是真正的正义！"
FINALLUMINE33_ZERO,世界在变。进化才是正道！
FINALLUMINE34_ZERO,排好队接受消灭吧让我永远结束你的痛苦！
FINALLUMINE35_ZERO,正义？英雄？谁说我是为了这些？
FINALLUMINE36_ZERO,我只是为了我认为对的事和那些相信希望的人而战。
FINALLUMINE37_ZERO,你才是敌人……我会毫不犹豫地砍了你！
