"key","zh_CN"
"SIGMA8","哈哈哈……已经太晚了，X。齿轮已经开始转动。无法回头了。"
"SIGMA9","新世代思考型机器人就是关键，X。我的孩子们对这一切负有责任……"
"SIGMA10","孩子们？你在说什么！？"
"SIGMA11","雅各布计划……孕育新世代思考型机器人的项目……一切都因为我而成为可能！"
"SIGMA12","沉浸在绝望和无助中吧！在新世界的统治者面前你毫无力量！"
"SIGMA13","现在，X……你将和这个腐朽的世界一起被毁灭！"
"FINALLUMINE1","啊，露米涅！你没事吧？"
"FINALLUMINE2","我没事吗……？当然。"
"FINALLUMINE3","既然你已经打败了西格玛，我想你应该满意了。"
"FINALLUMINE4","但你看，他只不过是帮助了我的计划……"
"FINALLUMINE5","新世代思考型机器人已经觉醒，新世界即将到来！"
"FINALLUMINE6","露米涅！你在干什么！？"
"FINALLUMINE7","别告诉我你也变成非正规了……"
"FINALLUMINE8","非正规？你知道不是那样的，X。"
"FINALLUMINE9","这就是你在犹豫的原因。你没有那个决心……"
"FINALLUMINE10","……！"
"FINALLUMINE11","像你这样的旧型号必须担心自己的行动是否真的出于自己的意志。"
"FINALLUMINE12","谁知道此刻有什么在影响你呢？"
"FINALLUMINE13","但是，我们新世代思考型机器人是用数百个旧型号思考型机器人的数据建造的。"
"FINALLUMINE14","这赋予了我们对所有病毒的完全免疫力。我们可以随心所欲地行动，因为这保证了我们的自由意志！"
"FINALLUMINE15","这也可能包括像西格玛那样行事……你明白我在说什么吗？"
"FINALLUMINE16","没有思考型机器人会选择像西格玛那样疯狂！"
"FINALLUMINE17","想想看，X……西格玛真的疯了吗？"
"FINALLUMINE18","……"
"FINALLUMINE19","是的，他反叛了你们的世界。也许是因为病毒。"
"FINALLUMINE20","即便如此，他的抗争向我们所有人展示了这个世界有多腐烂！"
"FINALLUMINE21","人类利用思考型机器人来延续他们被诅咒的侵略循环……"
"FINALLUMINE22","这就是为什么我们向旧世界宣战的决定是有意识做出的。"
"FINALLUMINE23","换句话说……"
"FINALLUMINE24","我们拥有自愿变成非正规的力量！"
"FINALLUMINE25","……！"
"FINALLUMINE26","X……你真的有能力阻止我们吗？"
"FINALLUMINE27","你不过是人类的工具。旧世界的工具而已……"
"FINALLUMINE28","你以为你能与我们这些进化到如此程度的存在对抗？"
"FINALLUMINE29","哈哈哈哈哈哈哈哈哈！别逗了……"
"FINALLUMINE30","世界在改变！进化按照自然规律发展是理所当然的！"
"FINALLUMINE31","现在，排好队等着被消灭吧！"
"FINALLUMINE32","露米涅……对不起，但……我别无选择。"
"FINALLUMINE33","即使你是雅各布计划的幕后黑手……"
"FINALLUMINE34","在阻止你的邪恶计划之前，我不会放弃！"
"FINALLUMINE35","你本可以成为我们的盟友，但最终你成了我们的敌人。"
"FINALLUMINE36","我不会让你得逞的！"
"FINALLUMINE37","敌人……盟友……这个问题不是非黑即白的。"
"FINALLUMINE38","思考型机器人和人类一起发生了不可逆转的变化。"
"FINALLUMINE39","他们的存在本质也改变了……"
"FINALLUMINE40","而在我们的新世界里不需要你！"
"ENDING1-1","ENDING1-1"
"ENDING1-2","难以置信……"
"ENDING1-3","你也许打败了我……但要阻止已经开始的事情已经太迟了……"
"ENDING1-4","如果需要的话，我会对付更多像你这样的人。"
"ENDING1-5","哈哈哈……你真的不了解情况啊？"
"ENDING1-6","算了……你很快就会明白的……"
"ENDING1-7","……"
"ENDING1-8","呜啊！我再也受不了这种痛苦了……快……了结我吧……"
"ENDING2-1","这里是X……"
"ENDING2-2","敌人……已经被消灭了。"
"ENDING2-3","我现在回去……"
"ENDING2-4","收到……"
"FINAL-1","艾克斯！"
"FINAL-2","X……X……听得到吗？通讯已恢复。状况报告！"
"FINAL-3","这里是X，我们成功阻止了西格玛的计划……但是艾克斯……"
"FINAL-4","艾克斯受了伤，但他没事。"
"FINAL-5","我们现在回去。"
"FINAL2-1","（觉醒……）"
"FINAL2-2","（露米涅是这样描述的……）"
"FINAL2-3","（他说……这就是进化……）"
"FINAL2-4","（如果他是对的……）"
"FINAL2-5","（那么……我们在做什么？）"
"FINAL3-1","我猜你一直在想之前露米涅说的话。"
"FINAL3-2","别放在心上。仅仅变成西格玛可算不上进化。"
"FINAL3-3","……"
"FINAL3-4","不管怎样，X……"
"FINAL3-5","即使当那个""进化的跨越""到来时，我们思考型机器人注定要被丢进废铁堆……"
"FINAL3-6","我们仍然要战斗……"
"FINAL3-7","不仅要与非正规战斗，还要与我们自身的命运抗争……"
"SECRET2-1","欢迎，洛克人X。我一直在等你。"
"SECRET2-2","你和我之前面对的任何人都不一样……"
"SECRET2-3","你散发着和平与仁慈的气息。你是谁？"
"SECRET2-4","你这么快就注意到了，真敏锐。"
"SECRET2-5","我是赛丽娜。"
"SECRET2-6","你说我和你之前遇到的对手不同？"
"SECRET2-7","那是因为我的压倒性力量。"
"SECRET2-8","压倒性的……？"
"SECRET2-9","没错。自从失去地下之王的称号后，我一直在修炼。"
"SECRET2-10","二十年来我一直在积蓄力量。现在我选择你来检验我的实力。"
"SECRET2-11","赛丽娜，是吗？嗯……"
"SECRET2-12","好，我接受你的挑战！"
"SECRET2-13","那么，来吧……"
"SECRET2-14","老实说我以为自己够强能打败你。我错了。"
"SECRET2-15","你内心深处的善良、爱和尊重让你变得更加强大。"
"SECRET2-16","你打得很漂亮。你真的是这个世界上最强的机器人。"
"SECRET2-17","我希望有东西能回报你。我能给你的只有感谢。"
"SECRET2-18","洛克人X。我们会在某个地方再次相见……"
"SECRET2-19","到那时，再见！"
"SECRET3-1","终于拿到了。这份数据包含了所有当前通缉犯的信息……"
"SECRET3-2","你，站住。这个区域仅限S级猎人进入，那份数据也是！交出来，安静地跟我走！"
"SECRET3-3","别紧张，X。"
"SECRET3-4","我叫雷德。我得知你最近一直在为这些事情烦恼，所以决定……帮忙。"
"SECRET3-5","有了这个，我们就能开始自己的非正规狩猎，减轻你的负担……当然，是有代价的。"
"SECRET3-6","听起来你就是个肮脏的赏金猎人。"
"SECRET3-7","你怎么想是你的自由。我不会退缩的……准备好了！"
"SECRET3-8","不错嘛……对一个老家伙来说……"
"ZEROSECRET1","嘿嘿嘿嘿嘿！"
"ZEROSECRET2","终于，我明白方法了，从来没有这么开心过……"
"ZEROSECRET3","杰……杰洛？"
"ZEROSECRET4","X！我的头脑变得非常清晰……现在我明白了我真正的目的。"
"ZEROSECRET5","我不再在乎非正规了……现在我只需要做一件事……"
"ZEROSECRET6","杰洛？你怎么了？这不是你。清醒过来！继续这样你会死的！"
"ZEROSECRET7","我终于感到从锁链中解脱了，X。这么长时间以来一直脆弱、虚弱、无力……"
"ZEROSECRET8","我终于觉醒了真正的形态！看着我的眼睛，X！你感受不到我的喜悦吗？！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈！！！！！！"
"ZEROSECRET9","……"
"ZEROSECRET10","杰洛……这就是你之前告诉我的，对吧？"
"ZEROSECRET11","有些东西是看不见也分析不了的。"
"ZEROSECRET12","我们必须去感受……"
"ZEROSECRET13","而现在……我能感受到，强烈地感受到某种邪恶……比西格玛更邪恶的东西！"
"ZEROSECRET14","这就是我们的命运，对吧？我要战斗！我不会逃跑！我要打败你，把我的朋友找回来！"
"ZEROSECRET15","那我就不需要再向你解释什么了。我要毁灭你！"
"ZEROSECRET16","杰洛！！！！"
"INTRO2-1_AXL","嘿，艾莉娅，我是艾克斯！我正在接近轨道电梯附近的事故现场！"
"INTRO2-2_AXL","太糟了，这里一片混乱，到处都是非正规！"
"INTRO2-3_AXL","我这就进去！我一声令下就派那些救援机械体过来！"
"INTRO2-4_AXL","收到，艾克斯！小心！"
"INTRO2-5_AXL","西……西格玛？！怎……怎么可能？！"
"INTRO2-6_AXL","为了在事故中保护自己免受伤害……"
"INTRO2-7_AXL","我们不得不复制了坚固的西格玛身体。"
"INTRO2-8_AXL","我们新世代思考型机器人对所有病毒拥有完全的免疫力。"
"INTRO2-9_AXL","所以即使复制像西格玛这样危险的数据也没有任何风险。"
"INTRO2-10_AXL","等等，你是谁？"
"INTRO2-11_AXL","我是露米涅……"
"INTRO2-12_AXL","我是电梯和雅各布计划的总负责人。"
"INTRO2-13_AXL","知道了。别动，我给团队发信号派救援——"
"INTRO3-1_AXL","嗯嗯……这是谁？一个小菜鸟？"
"INTRO3-2_AXL","什么鬼？！你是谁？"
"INTRO3-3_AXL","我是瓦伊尔。想说见到你很高兴，但那就是说谎了。"
"INTRO3-4_AXL","你的小伙伴X在哪？"
"INTRO3-5_AXL","X？你跟他什么关系？"
"INTRO3-6_AXL","哈哈哈！没什么……只是想处理一些未了的事务。"
"INTRO3-7_AXL","你谁也打不倒！放了露米涅！"
"INTRO3-8_AXL","不可能。轨道电梯现在在我们的控制之下了……"
"INTRO3-9_AXL","你到底想干什么？！"
"INTRO3-10_AXL","现在开始了，小子……一个新世界将要诞生！"
"INTRO3-11_AXL","哈哈哈哈哈哈哈哈哈哈！"
"ANTONION1_AXL","蚁獅王……你曾经是个天才。你疯了吗？你在策划什么？"
"ANTONION2_AXL","疯了？哈哈。真有趣。"
"ANTONION3_AXL","你是说你自己完全正常吗？你确定自己站在正确的一边？"
"ANTONION4_AXL","我很确定。区分善恶并不难。这一点我很确定。"
"ANTONION5_AXL","哈！我完全同意！"
"ANTONION6_AXL","问题在于我们生活的这个世界。但我打算改变这一切！"
"MANOWAR1_AXL","这是怎么回事，僧帽水母？"
"MANOWAR2_AXL","如果你不把电力恢复正常，阿贝尔城的市民会遭殃的。"
"MANOWAR3_AXL","…… …… ……"
"MANOWAR4_AXL","他已经变成非正规变得太严重了，连话都说不了了……"
"MANOWAR5_AXL","什么？非正规是什么？你知道那是什么吗？"
"MANOWAR6_AXL","非正规？就是像你这样失控的思考型机器人。"
"MANOWAR7_AXL","抱歉了，伙计，我不得不把你干掉。"
"MANTIS1_AXL","听说你是我们新世代思考型机器人的原型。"
"MANTIS2_AXL","那你为什么成了非正规猎人？"
"MANTIS3_AXL","因为我喜欢把你这种邪恶的非正规打得落花流水，螳螂。"
"MANTIS4_AXL","哼。你竟敢指控我是我不可能成为的东西？"
"MANTIS5_AXL","善恶根本就不存在。你还没意识到吗？"
"MANTIS6_AXL","我也许是原型，但别以为我跟你们这些非正规渣滓一样！"
"MANTIS7_AXL","作为我们新型思考型机器人的原型，你还真是天真。"
"MANTIS8_AXL","说实话有点嫉妒。"
"MANTIS9_AXL","要不我用刀刃给你演示一下？"
"PANDA1_AXL","你拥有和我们新世代思考型机器人一样的复制能力。"
"PANDA2_AXL","……"
"PANDA3_AXL","你想过这种力量可以改变世界吗？"
"PANDA4_AXL","我唯一想的就是打你们这些非正规的时候有多方便！"
"PANDA5_AXL","如此无礼。看来你果然没有用处。"
"ROOSTER1_AXL","知道你在哪吗，伙计？"
"ROOSTER2_AXL","我叫艾克斯，我可不是你的伙计。"
"ROOSTER3_AXL","总之，这是废物处理中心……"
"ROOSTER4_AXL","它的意义远不止于此。"
"ROOSTER5_AXL","这是所有被判定为非正规的思考型机器人的墓地。"
"ROOSTER6_AXL","哦，所以你就为此发动暴乱作为报复？"
"ROOSTER7_AXL","那就是非正规行为。"
"ROOSTER8_AXL","这就是你所谓的正义？该被报废的是你！"
"ROOSTER9_AXL","在我们将要创造的新世界里，没有你这种思考型机器人和旧型号的容身之处！"
"SUNFLOWER1_AXL","艾克斯……变形者。将引领新时代的思考型机器人的原型……"
"SUNFLOWER2_AXL","那又怎样？你让我加入？做梦吧！"
"SUNFLOWER3_AXL","要是你再聪明一点，你也可以被选中的……"
"SUNFLOWER4_AXL","你说错了。我们也许不是好人，但我们不是怪物。"
"SUNFLOWER5_AXL","这种概念对你这种蠢货来说太深奥了。"
"SUNFLOWER6_AXL","这家伙已经失控了，趁他继续胡说八道之前赶紧解决掉。"
"TRILOBYTE1_AXL","我们在这里开采的矿物对太空发展至关重要。"
"TRILOBYTE2_AXL","一个半成品原型能猜到我在说什么吗？"
"TRILOBYTE3_AXL","你们这些非正规说的话我从来就听不懂。"
"TRILOBYTE4_AXL","我被选中了，而你被淘汰了。你永远不可能像我这么出色！"
"TRILOBYTE5_AXL","判断力差的是你，三叶虫。被西格玛欺骗和利用！"
"TRILOBYTE6_AXL","我们的全新世界即将诞生！旧世界的蠢货们将会灭亡！"
"YETI1_AXL","你就是那个能变形的原型？"
"YETI2_AXL","如果我们这么容易变成非正规，我可不高兴做你的原型。"
"YETI3_AXL","一个卑微的非正规猎人说的话还挺狠的。"
"YETI4_AXL","谁卑微了？想毁灭世界的不是我，是你！"
"VILE1-1_AXL","哈哈哈哈哈！"
"VILE1-2_AXL","你为什么不现在就放弃算了？"
"VILE1-3_AXL","你所认识的世界？非正规？都跟它们说再见吧！"
"VILE1-4_AXL","混乱、厄运和毁灭！这就是我们被制造出来的目的！"
"VILE1-5_AXL","哼，你以为说了那些就能不挨揍吗？"
"VILE2-1_AXL","瓦伊尔，对吧？"
"VILE2-2_AXL","你在这里干什么？"
"VILE2-3_AXL","你打算用露米涅和电梯做什么？"
"VILE2-4_AXL","别担心露米涅。跟你不一样，他对我们的计划很重要。"
"VILE2-5_AXL","我不在乎你曾经是A级猎人……"
"VILE2-6_AXL","你现在是非正规，我很清楚怎么对付你这种渣滓！"
"VILE2-7_AXL","哈哈！生气了？来吧！"
"VILE3-1_AXL","哈！世界都要毁灭了你还在乎正义？"
"VILE3-2_AXL","当然！"
"VILE3-3_AXL","去找西格玛之前，先给你来点正义！"
"VILE3-4_AXL","轨道电梯……能源……太空矿物……火箭数据……"
"VILE3-5_AXL","通往太空的道路……"
"VILE3-6_AXL","让这个世界存活至今的东西——是我们的了！"
"VILE3-7_AXL","在这种时候，你那珍贵的""非正规""一词有多重要呢？"
"VILE3-8_AXL","等我把你变成废铁再告诉你！"
"VILE4-1_AXL","所以，你还是不肯放弃挣扎？"
"VILE4-2_AXL","你是不是盲目到以为还有希望？"
"VILE4-3_AXL","只要打倒你就行了，所以我充满希望，混蛋。"
"VILE4-4_AXL","现在放弃的话，所有努力都白费了。我绝不放弃！"
"VILE4-5_AXL","哈哈哈……现在就毁灭你太可惜了……"
"COPYSIGMA1_AXL","西格玛！？"
"COPYSIGMA2_AXL","你以为像个懦夫一样逃到太空躲起来就能躲过我们？"
"COPYSIGMA3_AXL","逃？躲？你搞错了。"
"COPYSIGMA4_AXL","我们只是选择离开那个无知的星球。"
"COPYSIGMA5_AXL","随你怎么说。反正我现在就烤了你！"
"COPYSIGMA6_AXL","谁会被""烤""呢？让我们拭目以待……你不是被选中的。"
"COPYSIGMA7_AXL","只有我们新思考型机器人才能活在新世界！不需要脆弱的原型！"
"SIGMA1_AXL","哼。你就是那个叫艾克斯的。"
"SIGMA2_AXL","新世代思考型机器人的原型。"
"SIGMA3_AXL","你能走到这里还挺令人惊讶的。"
"SIGMA4_AXL","喂……别叫我原型……"
"SIGMA5_AXL","我就是我……而你……你是非正规。"
"SIGMA6_AXL","你不过是个渺小而虚弱的原型！仅此而已！"
"SIGMA7_AXL","你的复制能力远未开发完善。这就是你被淘汰的原因。"
"SIGMA8_AXL","非正规俱乐部可不是我想加入的！"
"SIGMA9_AXL","只有纯正的新世代思考型机器人……我的孩子们，才有资格！"
"SIGMA10_AXL","孩子们？"
"SIGMA11_AXL","没错，原型……我的孩子们……"
"SIGMA12_AXL","雅各布计划诞生的新世代思考型机器人都携带着含有我个人数据的复制芯片。"
"SIGMA13_AXL","现在，那个计划的最终阶段开始了！"
"SIGMA14_AXL","你将被毁灭！！！"
"FINALLUMINE1_AXL","啊，露米涅。你没事吧？"
"FINALLUMINE2_AXL","我没事吗……？当然。"
"FINALLUMINE3_AXL","既然你已经打败了西格玛，我想你应该满意了。"
"FINALLUMINE4_AXL","多亏了你，计划进展顺利。"
"FINALLUMINE5_AXL","但是……露米涅，你不是被西格玛利用了吗？"
"FINALLUMINE6_AXL","利用？我不这么认为。"
"FINALLUMINE7_AXL","他只不过是帮助了我的计划。"
"FINALLUMINE8_AXL","新世代思考型机器人已经觉醒，新世界即将到来！"
"FINALLUMINE9_AXL","露米涅！你在干什么？别告诉我你也变成非正规了……"
"FINALLUMINE10_AXL","非正规？你不会真这么想吧？"
"FINALLUMINE11_AXL","………！"
"FINALLUMINE12_AXL","我们新世代思考型机器人拥有的复制芯片……"
"FINALLUMINE13_AXL","是从数百个旧型号思考型机器人的数据中衍生出来的。"
"FINALLUMINE14_AXL","也就是说，西格玛的数据当然也包含在内。"
"FINALLUMINE15_AXL","你明白我在说什么吗？"
"FINALLUMINE16_AXL","复制芯片？西格玛？那是不是意味着我也会像他那样发疯？"
"FINALLUMINE17_AXL","抱歉，像你这样的原型没有造成那种事的规格。"
"FINALLUMINE18_AXL","况且，西格玛真的疯了吗？"
"FINALLUMINE19_AXL","………？"
"FINALLUMINE20_AXL","他反叛了你们的世界。但他有自己的理由……"
"FINALLUMINE21_AXL","我们其他新世代思考型机器人随时可能变成那样……"
"FINALLUMINE22_AXL","向旧世界宣战的决定是有意识做出的。"
"FINALLUMINE23_AXL","换句话说，我们拥有自愿变成非正规的力量！"
"FINALLUMINE24_AXL","艾克斯……你真的有能力阻止我们吗？"
"FINALLUMINE25_AXL","你不过是人类的工具。旧世界的工具而已……"
"FINALLUMINE26_AXL","你以为你能举着武器站在我们这些进化到如此程度的存在面前吗？"
"FINALLUMINE27_AXL","哈哈哈哈哈！别逗了！"
"FINALLUMINE28_AXL","世界在改变。因此进化按照自然规律发展是理所当然的！"
"FINALLUMINE29_AXL","现在，排好队等着被消灭吧！"
"FINALLUMINE30_AXL","我不会让你来告诉我我是什么或者应该成为什么。"
"FINALLUMINE31_AXL","你才是敌人，我绝不会让你活着离开这里！"
"FINALLUMINE32_AXL","敌人……盟友……这个问题不是非黑即白的。思考型机器人和人类一起发生了不可逆转的变化。"
"FINALLUMINE33_AXL","他们的存在本质也改变了。在我们的新世界里不需要你！"
"ENDING1-1_AXL","难以置信……"
"ENDING1-2_AXL","你也许打败了我……但要阻止已经开始的事情已经太迟了……"
"ENDING1-3_AXL","如果需要的话，我会对付更多像你这样的人。"
"ENDING1-4_AXL","哈哈哈……你真的不了解情况啊？"
"ENDING1-5_AXL","算了……你很快就会明白的……"
"ENDING1-6_AXL","……"
"ENDING1-7_AXL","呜啊！我再也受不了这种痛苦了……快……了结我吧……"
"ENDING2-1_AXL","这里是艾克斯……"
"ENDING2-2_AXL","艾克斯……艾克斯……状况报告！"
"ENDING2-3_AXL","任务……完成了"
"ENDING2-4_AXL","敌人……已经被消灭了。我现在回去……"
"ENDING2-5_AXL","收到……"
"SECRET2-1_AXL","欢迎，艾克斯。我一直在等你。"
"SECRET2-2_AXL","哦，你已经认识我了？"
"SECRET2-3_AXL","说实话，你比我之前遇到的任何人都……""淡定""多了。你是什么来头？"
"SECRET2-4_AXL","你观察力真敏锐。"
"SECRET2-5_AXL","我是赛丽娜。"
"SECRET2-6_AXL","你说我和你之前遇到的对手不同？"
"SECRET2-7_AXL","那是因为我的压倒性力量。"
"SECRET2-8_AXL","压倒性力量？你认真的吗？说实话你看起来不太像啊……"
"SECRET2-9_AXL","没错。我的力量不在于攻击性。自从失去地下之王的称号后，我一直在修炼。"
"SECRET2-10_AXL","二十年来，我一直在积蓄力量和磨练能力。现在我选择你来检验。"
"SECRET2-11_AXL","二十年？哇，那是……很长的时间。不过，我还有复制能力这回事呢。"
"SECRET2-12_AXL","赛丽娜，是吗？嗯……"
"SECRET2-13_AXL","你确定要跟我打？你可能会咬到嚼不动的。不过，挑战就是挑战。来吧！"
"SECRET2-14_AXL","那就上前来吧……艾克斯。让我看看你的本事！"
"SECRET2-15_AXL","我真的以为我的力量足以打败你。看来我错了。"
"SECRET2-16_AXL","但是你……你不仅仅依靠力量。你的精神中有某种让你更强大的东西。"
"SECRET2-17_AXL","不仅仅是战斗技巧。是你的韧性，你的内心……"
"SECRET2-18_AXL","嗯，我这个人有出人意料的习惯。可以说浑身都是绝活吧。"
"SECRET2-19_AXL","不过你也不弱。这一点我很佩服。"
"SECRET2-20_AXL","你打得很漂亮，艾克斯。你也许是我在这个世界遇到的最强战士。"
"SECRET2-21_AXL","我希望有更多东西能回报你……但我只能献上感谢。"
"SECRET2-22_AXL","嘿，别在意。这是场好战斗。这就是最好的回报了……"
"SECRET2-23_AXL","不过，如果你有什么隐藏的强化道具的话，我不会拒绝的。"
"SECRET2-24_AXL","也许我们会在别的地方再次相见……到那时，再见了，艾克斯。"
"SECRET2-25_AXL","再见了，赛丽娜。下次我可不会手下留情了！"
"SECRET2-26_AXL","SECRET2-26_AXL"
"SECRET3-1_AXL","终于拿到了。这份数据包含了所有当前通缉犯的信息……"
"SECRET3-2_AXL","雷……雷德？怎么……怎么可能？"
"SECRET3-3_AXL","艾克斯，好久不见。你一个人过得怎么样？"
"SECRET3-4_AXL","雷德，等等！你不应该在这里。这个区域只对高级猎人开放！"
"SECRET3-5_AXL","你变了，雷德。你还在追随""他""的方式吗？"
"SECRET3-6_AXL","就因为那个，你把赤色警报变成了扭曲的组织！"
"SECRET3-7_AXL","别紧张。有了这份数据，我们可以比猎人更有效地狩猎非正规。"
"SECRET3-8_AXL","赤色警报可以重新找回自己的正义，艾克斯。"
"SECRET3-9_AXL","那不是正义……那是权力！我不会让你滥用它！"
"SECRET3-10_AXL","嘿，没想到会从你嘴里听到这种话。好吧，让我看看你进步了没有。全力以赴！"
"SECRET3-11_AXL","不错嘛……小子，你作为猎人成长了。"
"SECRET3-12_AXL","你不必这样做，雷德。重新开始还不晚，如果你加入我们，你仍然可以做回自己。"
"SECRET3-13_AXL","也许……也许不行。别担心我，我会走自己的路。"
"SECRET3-14_AXL","不过现在，信任别人的时候我会更谨慎。"
"SECRET3-15_AXL","下次见面不会这么容易了。再见……好好照顾自己，小子。"
"SECRET3-16_AXL","雷德……"
"INTRO1-1_ZERO","这就是诺亚公园吗？环境还不错。"
"INTRO1-2_ZERO","杰洛，听到了吗？这个区域有一个巨大的非正规机械体。"
"INTRO1-3_ZERO","而且靠近轨道电梯附近的事故现场。明白了！"
"INTRO1-4_ZERO","我会清理这个区域的非正规。"
"INTRO1-5_ZERO","我到达事故现场后立即派救援机械体过来。"
"INTRO1-6_ZERO","明白了，小心，杰洛！"
"INTRO2-1_ZERO","什……什么？这是什么意思，西格玛？"
"INTRO2-2_ZERO","为了在事故中保护自己免受伤害……"
"INTRO2-3_ZERO","我们不得不复制了坚固的西格玛身体。"
"INTRO2-4_ZERO","我们新世代思考型机器人对所有病毒拥有完全的免疫力。"
"INTRO2-5_ZERO","所以即使复制像西格玛这样危险的数据也没有任何风险。"
"INTRO2-6_ZERO","你是谁？报上名来！"
"INTRO2-7_ZERO","我是露米涅……"
"INTRO2-8_ZERO","我是电梯和雅各布计划的总负责人。"
"INTRO2-9_ZERO","嗯……明白了。别动，我叫救援队来带你——"
"INTRO3-1_ZERO","哈哈哈！又见面了，杰洛。"
"INTRO3-2_ZERO","瓦伊尔？看来你重新出现的报告是真的。"
"INTRO3-3_ZERO","真想留下来和你玩玩，但恐怕有太多事要做……"
"INTRO3-4_ZERO","我不会让你这个通缉犯带走露米涅。现在就放了他！"
"INTRO3-5_ZERO","不可能。轨道电梯现在在我们的控制之下了……"
"INTRO3-6_ZERO","你打算干什么，非正规渣滓！"
"INTRO3-7_ZERO","现在开始了，杰洛。一个新世界将要诞生！"
"INTRO3-8_ZERO","哈哈哈哈哈哈哈哈哈哈！"
"ANTONION1_ZERO","重力·蚁獅王。你曾是一位了不起的科学家，但看来你已经变成非正规了。"
"ANTONION2_ZERO","了不起？非正规？这些词有什么意义？"
"ANTONION3_ZERO","你得问比我聪明的人。是西格玛把你变成这样的吗？"
"ANTONION4_ZERO","他是不是强迫你和其他人变成非正规的？"
"ANTONION5_ZERO","你竟然觉得可以用那个词概括我的主人？"
"ANTONION6_ZERO","我们的坦诚只与你的愚蠢相匹配。"
"ANTONION7_ZERO","不管怎样，如果你不能理解我们的伟大计划，那我就消灭你！"
"MANOWAR1_ZERO","喂！千兆伏特·僧帽水母！"
"MANOWAR2_ZERO","把阿贝尔城的电力恢复正常。立刻！"
"MANOWAR3_ZERO","…… …… ……"
"MANOWAR4_ZERO","他已经变成非正规变得太严重了，连回应都做不到了……"
"MANOWAR5_ZERO","我不是非正规……我没有做错什么……"
"MANOWAR6_ZERO","主人需要能源来实现他的新世界。"
"MANOWAR7_ZERO","让阿贝尔城的电力失控？这跟西格玛的邪恶计划有什么关系？"
"MANOWAR8_ZERO","我只是在努力实现主人新世界的梦想。他没有错。"
"MANOWAR9_ZERO","新世界？！那个计划到这里就结束了！"
"MANOWAR10_ZERO","看来我得给你上一课！"
"MANTIS1_ZERO","哇。看看这家伙。你是杰洛，对吧？"
"MANTIS2_ZERO","如果你真的了解我，你现在应该已经在发抖了。"
"MANTIS3_ZERO","你们旧型号思考型机器人真的什么都不懂，是吧？"
"MANTIS4_ZERO","你这是什么意思，非正规？"
"MANTIS5_ZERO","你本可以成为我们阵营中伟大的将军。我的主人对你非常感兴趣。"
"MANTIS6_ZERO","哼！我对加入非正规没兴趣，谢谢了。"
"MANTIS7_ZERO","别担心……收拾完你之后我就去找你的老板。"
"PANDA1_ZERO","你真的从没这样想过吗，杰洛？"
"PANDA2_ZERO","这个世界只渴望毁灭，仅此而已？"
"PANDA3_ZERO","这是西格玛告诉你的？"
"PANDA4_ZERO","也许吧。也许主人在你身上也看到了自己的影子……"
"PANDA5_ZERO","得了吧……"
"PANDA6_ZERO","你们这些非正规整天嚷嚷的完美世界根本不存在。"
"PANDA7_ZERO","没错，不存在。"
"PANDA8_ZERO","所以我们必须毁灭这个世界。"
"PANDA9_ZERO","将要终结的是这个世界，杰洛。"
"ROOSTER1_ZERO","你为什么发动暴乱？是西格玛的指使吗？"
"ROOSTER2_ZERO","你知道这是什么地方吗？"
"ROOSTER3_ZERO","废物处理中心……"
"ROOSTER4_ZERO","等我把你切成碎片后，就把残骸扔到这里。"
"ROOSTER5_ZERO","你听不到吗，杰洛？"
"ROOSTER6_ZERO","那些被你判定为非正规然后送到这里的所有思考型机器人的哀号？"
"ROOSTER7_ZERO","什么？别逗了！如果你能听到那些，我猜那说明你也是非正规吧？"
"ROOSTER8_ZERO","哈！你很快就会明白在这场斗争中谁对谁错。"
"ROOSTER9_ZERO","等新世界变为现实的时候，你就不会嘲笑我了！"
"SUNFLOWER1_ZERO","杰洛……你一定已经想明白了。"
"SUNFLOWER2_ZERO","你一定已经察觉到我们在这里追求什么了。"
"SUNFLOWER3_ZERO","你们这些非正规怎么想的我怎么会知道？"
"SUNFLOWER4_ZERO","不！不！不！我们也许不是好人，但我们不是怪物。"
"SUNFLOWER5_ZERO","主人记得你。你曾经有机会成为终极毁灭者。不过那都是过去的事了。"
"SUNFLOWER6_ZERO","哎……他已经完全疯了。"
"TRILOBYTE1_ZERO","我们在这里开采的矿物对太空发展至关重要。"
"TRILOBYTE2_ZERO","但对你来说可能没什么意义吧，杰洛？"
"TRILOBYTE3_ZERO","你在为西格玛开采？你疯了吗？"
"TRILOBYTE4_ZERO","你有没有想过我的主人为什么要这种资源？"
"TRILOBYTE5_ZERO","我不需要理解你的计划就能知道它很卑鄙，我不会让你得逞的！"
"TRILOBYTE6_ZERO","哼！我不会被你这种破烂废铁侮辱！"
"TRILOBYTE7_ZERO","你迟早要在我的主人面前交代，毫无价值的废铁堆！"
"YETI1_ZERO","杰洛。我的主人在新理想世界中为你保留了一个角色。"
"YETI2_ZERO","你们这些非正规在我身上看到了什么？除了被揍的可能之外……"
"YETI3_ZERO","你真的是旧型号啊，不是吗？用那种想法改变不了世界。"
"YETI4_ZERO","用毁灭来改变世界？这种想法也就非正规能想出来。"
"YETI5_ZERO","你的世界……你的理想……对我的主人来说无法理解。"
"VILE1-1_ZERO","瓦伊尔！"
